Time,mid_height_jump_1_left_shoulder_angle,mid_height_jump_1_left_shoulder_angle_v,mid_height_jump_1_left_shoulder_angle_a,mid_height_jump_1_left_elbow_angle,mid_height_jump_1_left_elbow_angle_v,mid_height_jump_1_left_elbow_angle_a,mid_height_jump_1_left_wrist_angle,mid_height_jump_1_left_wrist_angle_v,mid_height_jump_1_left_wrist_angle_a,mid_height_jump_1_left_hip_angle,mid_height_jump_1_left_hip_angle_v,mid_height_jump_1_left_hip_angle_a,mid_height_jump_1_left_knee_angle,mid_height_jump_1_left_knee_angle_v,mid_height_jump_1_left_knee_angle_a,mid_height_jump_1_left_ankle_angle,mid_height_jump_1_left_ankle_angle_v,mid_height_jump_1_left_ankle_angle_a,mid_height_jump_1_right_shoulder_angle,mid_height_jump_1_right_shoulder_angle_v,mid_height_jump_1_right_shoulder_angle_a,mid_height_jump_1_right_elbow_angle,mid_height_jump_1_right_elbow_angle_v,mid_height_jump_1_right_elbow_angle_a,mid_height_jump_1_right_wrist_angle,mid_height_jump_1_right_wrist_angle_v,mid_height_jump_1_right_wrist_angle_a,mid_height_jump_1_right_hip_angle,mid_height_jump_1_right_hip_angle_v,mid_height_jump_1_right_hip_angle_a,mid_height_jump_1_right_knee_angle,mid_height_jump_1_right_knee_angle_v,mid_height_jump_1_right_knee_angle_a,mid_height_jump_1_right_ankle_angle,mid_height_jump_1_right_ankle_angle_v,mid_height_jump_1_right_ankle_angle_a,NeckAng,SpineAng,TailAng
2.975,98.61556244,387.6618042,-6356.08154297,59.97970581,231.10084534,-1788.04443359,73.29187012,479.61578369,6126.36279297,94.0409317,-228.06243896,-8460.37695313,73.19031525,-435.89868164,-2533.05859375,116.27002716,-492.15979004,-1480.01074219,108.54021454,268.47723389,-3445.01611328,73.713974,446.10742188,-3656.7175293,134.3934021,626.86553955,-12926.65625,89.14979553,-511.74627686,12141.25976563,53.48898697,-454.38830566,10663.89257813,100.25324249,-713.08746338,-5077.65136719,13.4838615100161,6.10567428950457,10.6211231209727
2.983333,101.73634338,311.83679199,-6376.1171875,59.94781494,220.09315491,583.37432861,82.16316223,592.73504639,6352.99853516,92.47855377,-301.79321289,-5527.02832031,70.13726807,-463.87713623,-3099.20996094,111.56312561,-497.88690186,-189.76165771,109.50312805,235.74691772,-4360.94921875,76.88609314,394.89282227,-4234.79541016,139.5045929,566.5045166,-11649.74414063,85.87736511,-368.86367798,13373.77929688,50.82414627,-342.97387695,10601.67480469,93.45547485,-771.3269043,909.53308105,12.8706783534999,7.11427475024708,11.090960512403
2.991667,105.32302094,284.95031738,-5201.06005859,62.41255188,251.54705811,3676.16357422,86.85397339,697.20581055,6936.31396484,90.34740448,-342.95751953,-627.42523193,65.7386322,-487.45239258,-1640.2878418,107.18522644,-518.66998291,1405.70922852,111.15688324,196.52671814,-4682.66796875,78.81085968,356.68145752,-3919.88476563,144.09960938,490.54473877,-10793.41113281,84.83029175,-232.99629211,11161.07617188,49.98239136,-251.29470825,9171.03710938,86.08498383,-743.07104492,8076.35302734,11.9917101960557,7.67128424686425,10.7345232143139
3,105.41091919,258.45452881,-2579.41015625,63.40995407,302.43243408,6594.69775391,93.52558136,723.36010742,6738.45703125,85.06077576,-326.7232666,4364.55273438,60.35050201,-511.23214722,423.9465332,101.32363892,-503.20196533,2368.14306641,112.09022522,159.49867249,-6004.02197266,81.54975891,338.762146,-4367.32568359,147.69029236,380.40374756,-11214.69824219,83.77658081,-157.96844482,7651.14355469,48.65768433,-199.24182129,7752.43554688,81.44528961,-641.75994873,14683.12792969,10.9180071740566,8.09791998622143,10.2306781941843
3.008333,107.17687988,222.55714417,-657.24475098,67.45394897,364.23733521,8495.54394531,97.73678589,730.04949951,6327.00976563,81.79810333,-248.43360901,7642.75390625,56.25570679,-500.6763916,1844.46533203,98.07712555,-452.47238159,1790.26062012,114.19161224,125.87333679,-7533.74365234,84.41945648,328.37387085,-5597.27050781,150.67672729,272.56668091,-11702.53222656,81.89775848,-119.94873047,4568.88671875,46.28355408,-153.67489624,7120.48193359,74.60577393,-454.34402466,18328.29492188,9.88325319507288,9.09008051888868,10.1621482515529
3.016667,109.79264832,220.80154419,-368.71047974,70.97510529,445.92706299,9021.14453125,104.52214813,777.44696045,7280.46142578,79.3507843,-144.11781311,8740.13378906,52.28858566,-456.02142334,3348.48754883,94.26874542,-408.6295166,-82.63000488,115.63523865,50.40039063,-7866.48388672,88.33348846,278.79699707,-6578.88574219,152.76495361,170.02838135,-10564.69433594,81.27571869,-122.89634705,2643.9465332,44.22240067,-108.08624268,6894.76660156,72.09846497,-239.11064148,17587.7265625,8.80675969004895,9.42760387554336,10.5917444358897
3.025,112.05758667,256.10290527,-511.65374756,74.33641052,541.69848633,8282.43652344,110.95870209,854.88110352,7888.63525391,80.72795105,-43.39897156,7305.69677734,48.85234833,-414.05975342,4826.8515625,92.03952789,-403.21478271,-2250.59204102,115.67752838,-48.02307129,-6639.06347656,90.54729462,189.59747314,-6285.25585938,152.8210144,88.75701904,-7896.22119141,80.05154419,-116.16386414,1949.88696289,43.36468124,-34.54948425,6384.83105469,69.20098114,-60.53718567,14293.48828125,7.33317705584535,9.06106539849692,10.7069972814091
3.033333,113.94935608,267.05245972,-663.32592773,78.62571716,619.79418945,6576.58886719,119.34095001,975.66009521,6320.44921875,81.75606537,6.03713989,4107.73046875,45.70906448,-383.6022644,5358.85986328,88.91635895,-480.35842896,-2838.10009766,114.99937439,-132.66342163,-3920.43383789,92.05370331,99.08248901,-4366.609375,153.58235168,12.36953735,-5129.69433594,80.1749115,-90.38520813,2182.80078125,44.65702057,38.5912323,5443.3203125,72.84008789,18.40209961,9213.16210938,5.64719750992882,7.75069617769561,10.8032703469931
3.041667,115.58821869,238.5144043,-1565.51513672,84.50827789,668.80218506,3999.23291016,126.24801636,1046.22583008,2242.90234375,81.57402039,19.67689514,522.41137695,42.3890152,-337.66860962,5371.26708984,85.01378632,-550.97650146,-925.47546387,112.17678833,-146.27357483,-101.62792206,91.07144928,64.44793701,-1232.45544434,152.63008118,-2.95257568,-1905.7166748,78.25701141,-64.08508301,2767.54370117,45.26808548,82.38739014,4096.40283203,74.27632141,25.95596313,3574.84643555,4.37144514204185,7.50994832704096,10.568480672188
3.05,118.08032227,197.7809906,-3029.20043945,91.28244019,674.3795166,743.79150391,136.68406677,1036.91418457,-4917.33935547,81.06124878,-9.13139343,-1777.12060547,39.61403275,-282.84326172,5867.5625,79.86456299,-572.07208252,3305.49707031,110.32041168,-101.85165405,3263.22485352,90.71159363,99.72076416,1541.7376709,153.30326843,1.94152832,1506.40698242,77.94741821,-39.16099548,2467.70239258,46.78141022,91.12342834,1883.9309082,75.51857758,45.32737732,643.20324707,3.301098878273,7.22466337658635,10.7178890553865
3.058333,120.68003845,181.51298523,-3579.09960938,98.40049744,672.04663086,-2120.05004883,146.28271484,962.7890625,-14075.34960938,80.07643127,-46.04408264,-2079.67553711,37.12578964,-233.52203369,6387.60351563,72.48818207,-493.26470947,8586.14941406,109.31214905,-35.35865784,4935.234375,90.98897552,158.25263977,2574.46777344,151.86723328,18.44360352,3214.78613281,77.72364044,-17.7532196,1816.52319336,46.58009338,94.60494995,-242.0763855,71.81896973,24.38308716,1720.91345215,2.47122241304293,7.37775385876624,10.6334189475628
3.066667,120.88998413,159.25292969,-3200.80102539,102.11854553,640.86730957,-4048.2019043,155.36088562,817.23571777,-21144.15625,81.11765289,-82.03262329,-1081.12524414,35.98356628,-184.72567749,6153.22070313,68.5769043,-366.03460693,12179.37695313,110.56242371,23.57749939,4971.13671875,94.11784363,202.8338623,1764.64575195,153.79821777,81.49093628,2564.44799805,78.24664307,0.06835938,1598.61828613,47.44752121,94.58766937,-847.14831543,71.60214233,7.32208252,3002.6652832,1.52171937503567,7.91230064105985,10.5082219250754
3.075,121.82737732,121.61643982,-3124.73193359,106.84876251,587.05664063,-5723.63330078,160.4200592,581.21765137,-23001.05078125,80.461586,-78.39012146,654.63232422,34.96400833,-124.23461914,5700.39941406,65.91510773,-230.20690918,11868.45703125,111.93960571,46.76620483,4576.72363281,97.11962128,192.80723572,651.26525879,152.989151,123.89709473,1692.57629395,78.66867065,-5.31730652,1243.15930176,48.04930115,68.38981628,-278.42779541,73.80063629,50.77850342,2571.90820313,0.889117460239756,8.9565964156957,10.0869486803903
3.083333,122.78337097,96.4012146,-3131.73266602,111.92903137,535.80560303,-6851.40136719,164.3993988,294.94003296,-19889.3671875,79.08045959,-51.26296997,2540.49731445,33.67660522,-73.03630829,5328.55859375,67.58343506,-107.76908875,8320.01757813,112.20122528,65.08460999,4501.02783203,99.01064301,162.85171509,698.80419922,155.24545288,125.25894165,-162.01199341,78.21151733,6.02149963,494.38113403,49.67442703,50.28129578,-92.76977539,75.42372894,142.51022339,843.59893799,1.32225308083804,9.73280331398517,9.82461443235935
3.091667,124.0036087,71.33628845,-2418.42114258,116.98365784,475.09588623,-6483.9296875,165.50140381,92.13775635,-13210.06835938,77.17711639,-18.22982788,3415.04614258,33.04151154,-37.97885895,4859.51416016,66.93803406,-48.8143158,4702.91601563,111.86710358,94.44534302,5137.75097656,99.05049133,144.15031433,2278.62744141,157.25939941,79.98809814,-3513.60351563,77.76675415,22.56660461,452.58346558,49.9864006,66.87240601,315.81182861,75.68193817,159.5262146,-2636.87109375,2.04129012399254,10.25600256807,9.70553029136403
3.1,125.00431061,47.4446106,-1539.33789063,121.59770203,402.92333984,-5483.91796875,165.36705017,56.87103271,-4474.69677734,77.74319458,18.67797852,1938.80517578,33.2390976,-3.02383423,4446.11083984,66.00870514,-67.84767151,1846.03076172,111.58107758,153.22952271,5984.18994141,98.45266724,182.0388031,4763.17089844,157.7155304,68.49884033,-4935.23632813,77.61248016,20.70899963,471.6003418,49.17330933,93.88092041,1871.10339355,76.37300873,105.94604492,-6427.24169922,2.56904463805013,10.7296157596375,9.71009388719007
3.108333,124.61967468,40.14060974,-837.63574219,123.45846558,356.83135986,-4340.04101563,161.91246033,114.1847229,2424.00415039,79.28487396,50.95657349,-1162.93469238,33.59896088,27.98049927,4391.33349609,65.2689209,-102.74742126,-83.90922546,113.86420441,218.05358887,5343.66162109,100.39307404,256.3079834,6396.79736328,157.86500549,3.70391846,-2641.07299805,78.90800476,9.71092224,-898.88183594,49.43373489,91.08226776,2638.13574219,78.08729553,-24.85366821,-8247.16601563,3.48533847012213,11.0866081679039,9.9161667445094
3.116667,124.08128357,41.66229248,-257.85308838,125.00466156,339.92803955,-2966.49755859,163.58404541,207.89474487,4066.24755859,80.81523132,44.43847656,-3980.56054688,34.15552902,69.05258179,4706.98974609,64.21375275,-92.54367828,-172.06977844,116.84536743,281.40509033,3168.59643555,103.52718353,339.79751587,6588.92578125,155.80854797,-67.26593018,1053.84924316,79.69021606,22.49801636,-1968.22912598,51.7595253,109.41970825,1502.71044922,79.65658569,-139.50935364,-7118.97363281,4.56548348003868,11.1947941624426,10.5941649294583
3.125,124.67601776,46.21482849,-342.79553223,127.65425873,328.74200439,-2514.21630859,167.25515747,271.27426147,2120.97900391,80.17481995,-32.7835083,-5641.109375,34.20106506,108.66203308,5331.50292969,63.40465546,-77.99098969,766.25537109,120.16223145,311.42623901,817.71606445,108.25114441,403.00256348,5742.13330078,157.60675049,-50.64498901,4532.37695313,78.81989288,3.4727478,-1098.23205566,53.52001572,155.77084351,684.29858398,77.49411774,-177.86254883,-3384.94165039,5.85217127797085,11.4264626173706,11.2899326004083
3.133333,125.5774231,49.13368225,-1324.93310547,131.34985352,321.74316406,-3711.4621582,172.65315247,253.6164856,-3209.49658203,79.80703735,-131.46522522,-6515.13330078,34.95002747,151.15841675,5899.87353516,63.00899887,-63.02783966,1361.91589355,122.01778412,274.73822021,-1219.82434082,111.29208374,419.07891846,4430.50634766,155.20785522,55.92437744,8368.87402344,78.1601944,-46.01013184,-1225.04663086,53.95055771,160.46211243,831.67474365,71.70812225,-169.30160522,1744.19763184,6.88784911362381,11.7610048299227,11.6679798167281
3.141667,126.94496918,39.49371338,-2841.12329102,135.66624451,297.15774536,-5425.96337891,175.16296387,182.88314819,-12662.67871094,77.98130035,-185.97480774,-6175.26269531,37.08814621,203.87142944,6241.45751953,62.32890701,-54.60453033,2321.42626953,124.43030548,233.2019043,-3229.78173828,114.26623535,442.20739746,2701.65478516,155.21183777,180.42480469,9025.37402344,78.74821472,-55.54382324,-4210.08789063,54.59010315,127.3381424,-100.46989441,69.61968994,-124.58724976,4968.609375,7.953733562491,12.2693368597482,11.5004821414744
3.15,126.49732208,8.17901611,-4521.18066406,136.81216431,233.3152771,-7500.75585938,173.74282837,117.16262817,-21893.359375,76.04729462,-202.45986938,-4034.9921875,38.85112,265.01525879,6881.16845703,62.45769119,-53.28327179,4862.41845703,126.20030975,209.27177429,-4301.6796875,117.64068604,467.37585449,935.52581787,157.25032043,267.71896362,2458.53808594,77.75476074,-17.43270874,-6884.18505859,56.5446701,123.56628418,-1744.7088623,70.68149567,-60.521698,4748.78320313,8.88552867968009,12.5809633805015,10.852745592453
3.158334,126.12805939,-44.12475586,-6353.90673828,138.22328186,145.41763306,-11080.43066406,172.1786499,-111.14395142,-27021.76953125,73.58058929,-228.25592041,-1537.31555176,41.62453079,321.67443848,7772.16015625,61.70135117,-22.50679016,8337.0390625,127.27932739,190.58815002,-4552.78417969,121.21279144,492.4559021,-1096.26074219,161.35400391,322.19650269,-5938.55175781,77.43760681,-83.58436584,-8309.94726563,57.6039772,135.26908875,-1925.3885498,73.4478302,18.37982178,2353.16699219,9.96505791455348,13.3923559153122,10.1911442227694
3.166667,125.63910675,-107.60826111,-8242.11621094,138.72055054,64.05395508,-15377.54980469,173.62509155,-462.41500854,-28407.6328125,72.36383057,-253.33999634,-769.84692383,43.82106018,379.42633057,8788.22265625,61.33301163,64.31507111,12563.72167969,129.33442688,144.17358398,-5853.35253906,127.43054962,473.66409302,-4907.64648438,166.66383362,227.33459473,-15107.33789063,76.84780884,-240.33325195,-10345.2734375,58.55984879,114.80976105,-854.97491455,73.59618378,36.11938477,576.54345703,11.0495340776526,13.4314855348123,9.08370074954527
3.175,125.02182007,-175.61416626,-9015.02734375,139.41146851,-56.15005493,-18407.96484375,174.13340759,-787.11761475,-23744.9140625,70.7123642,-243.17367554,-1162.34387207,47.38504028,457.0980835,9990.32226563,61.03417206,213.19537354,17316.12304688,130.3236084,91.92268372,-8940.1328125,130.99551392,420.42510986,-12041.49609375,167.82821655,-48.68377686,-27093.53515625,77.51248169,-363.04138184,-11040.84667969,59.36041641,72.43122101,552.5055542,70.66069031,-14.84039307,289.41665649,12.4055236543262,13.3488197768098,7.67174502442402
3.183333,123.66078949,-264.12561035,-7507.99316406,139.68572998,-256.02371216,-19525.31054688,162.93943787,-972.36206055,-9399.34667969,68.10619354,-221.63879395,-956.59313965,51.49648666,547.59283447,11259.74511719,63.15756989,373.85421753,20069.98828125,131.7066803,24.38079834,-10899.8359375,135.07249451,325.84014893,-16878.875,167.54920959,-224.70672607,-32380.75390625,71.37872314,-433.22930908,-7216.03857422,60.11023712,70.89942932,2949.79052734,71.47170258,-77.76596069,390.5166626,13.6309824677021,12.557980586721,6.00373897357277
3.191667,120.71835327,-359.61486816,-3730.53540039,137.6051178,-479.3036499,-17440.23828125,147.74259949,-1010.11889648,9430.95117188,65.19789886,-244.85313416,-596.66674805,56.2974205,655.79858398,11762.17773438,67.75970459,568.6652832,18925.68554688,130.80947876,-88.54011536,-12200.91308594,135.8013916,139.69711304,-21297.58007813,161.79904175,-609.16259766,-39831.0625,65.39863586,-481.67041016,-1923.82543945,60.38033295,115.9344101,6831.18017578,71.02140045,-42.10968018,1621.92407227,14.1574225590522,12.6207039661987,4.12146743741804
3.2,117.04580688,-398.21142578,1460.40844727,131.82138062,-648.51708984,-10549.515625,134.33920288,-844.28234863,23757.66601563,64.27384949,-278.02584839,-834.62432861,62.45886612,763.1574707,11147.81445313,74.43366241,772.25964355,15824.75097656,130.08506775,-246.35093689,-14727.8203125,137.44607544,-163.38790894,-29339.953125,153.26927185,-993.61846924,-47281.37109375,60.17274475,-487.37973022,1467.20556641,60.279953,202.29327393,10785.71386719,71.77908325,32.28004456,5003.60546875,13.4938577389287,13.3333365680792,2.50878991492937
3.208333,112.70124817,-349.63912964,6421.10595703,123.51331329,-724.6583252,77.56469727,132.52934265,-457.65289307,29997.76953125,62.73286057,-281.64660645,-104.30007935,68.82830048,866.40844727,9625.3984375,80.14692688,894.79980469,12707.22558594,128.00123596,-320.19586182,-14846.53320313,137.17028809,-273.878479,-30284.94335938,NaN,NaN,NaN,58.39059448,-418.45568848,3861.62646484,62.4053688,310.74215698,12949.85742188,69.86242676,70.77545166,9313.95019531,NaN,14.9857666099412,1.52119659311541
3.216667,108.72257233,-226.64718628,8585.83886719,115.36608124,-659.40441895,10575.17871094,133.76861572,-58.79592896,30003.5078125,59.81682968,-269.0196228,2802.26416016,77.03334808,935.69799805,6599.23876953,89.62839508,933.01086426,9086.38964844,123.83245087,-469.50714111,-16208.15917969,131.72601318,-636.16424561,-36720.8046875,NaN,NaN,NaN,56.42870331,-364.20956421,6496.39306641,65.7253418,445.86437988,12717.15625,71.38604736,111.38328552,11804.47851563,NaN,16.9409611369392,1.03946395510201
3.225,107.89084625,-96.21887207,5921.87792969,110.97051239,-485.73632813,15766.44726563,135.61425781,176.88964844,21325.859375,56.1537056,-252.60375977,6516.24853516,85.35170746,984.09454346,1439.82543945,97.94934845,968.34716797,4665.41015625,118.40067291,-618.81842041,-17569.78515625,122.282547,-998.45001221,-43156.6640625,NaN,NaN,NaN,52.6919899,-322.55664063,8457.20800781,70.9402771,573.84472656,10926.21191406,73.13663483,223.52996826,13585.62792969,NaN,19.2350602115771,1.65562548819023
3.233333,108.27747345,-29.67285156,313.05206299,107.74686432,-246.60339355,16850.86328125,137.14979553,249.30038452,9772.81933594,53.90571976,-196.91070557,9880.99707031,94.23616028,1000.62268066,-5079.28515625,106.51797485,1025.9666748,-599.54101563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.15198517,-270.61984253,9873.55761719,75.75300598,661.79504395,9036.84960938,75.34716797,414.06866455,16748.47460938,NaN,19.943096428332,3.38843611128455
3.241667,110.68881989,-72.79022217,-7159.24462891,108.18200684,-63.12889099,12514.56347656,138.10440063,289.20837402,-1911.8425293,53.28017044,-81.1876297,12975.8203125,102.16416168,941.14227295,-12206.19335938,113.29007721,1061.3927002,-7263.20019531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.95077133,-164.96261597,11342.36230469,81.96298218,695.57281494,6195.87158203,77.60070801,551.40112305,18182.86914063,NaN,19.047840354154,5.45721768855232
3.25,110.20963287,-222.92236328,-15398.45214844,107.44762421,-55.91552734,2010.81311035,141.45858765,141.71173096,-14975.45117188,53.19410706,61.65081024,14818.59375,110.63239288,789.95092773,-18423.45703125,122.15235901,982.14990234,-14391.68164063,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45.90164566,-43.05095673,11560.71777344,88.03292847,723.20019531,3981.89160156,83.53768921,694.3359375,15649.48535156,NaN,16.7453493786079,8.21089026955519
3.258333,107.33285522,-352.56286621,-19419.359375,110.15739441,3.58757019,-3540.84399414,144.77737427,148.84262085,-18300.17578125,53.68382645,205.86315918,14857.72851563,117.61284637,581.65313721,-22965.796875,132.72952271,778.38433838,-23402.84375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.97717667,80.88935852,10114.70605469,94.60424042,777.05987549,4282.48046875,91.77344513,861.16113281,12473.4609375,NaN,NaN,10.532422342816
3.266667,101.91545868,-572.55847168,-23392.59375,108.99118042,-174.41162109,-13437.31640625,146.76528931,-193.98834229,-30396.61132813,55.90049744,337.32113647,13964.33691406,122.0201416,332.23388672,-25994.84570313,141.85568237,508.05090332,-33240.828125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.64054871,161.77368164,8898.56445313,99.90493011,767.71533203,3893.11889648,98.71924591,943.54125977,11011.60351563,NaN,NaN,12.258917050117
3.275,95.60835266,-792.55407715,-27365.828125,105.06099701,-352.41082764,-23333.7890625,138.73498535,-536.81933594,-42493.046875,59.33485031,425.53582764,12602.02832031,122.596138,138.83659363,-26425.62695313,142.86824036,265.7572937,-36494.453125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.60138321,188.7991333,5698.64746094,107.24390411,826.8649292,5390.61767578,107.76135254,987.5958252,7679.61181641,NaN,NaN,13.1930607778354
3.283334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,64.81929779,521.23284912,11733.20410156,121.80783844,-88.60977173,-26740.05859375,140.91033936,-131.68212891,-42443.9609375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.71346283,215.82458496,2498.73046875,114.67285919,886.01452637,6888.11621094,116.02285004,1031.65039063,4347.62011719,NaN,NaN,NaN
3.291667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.29361725,616.92987061,10864.37988281,119.16323853,-316.05615234,-27054.49023438,136.84757996,-529.12158203,-48393.46875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.308333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.316667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.341667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.358333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.366667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.383333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.391667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
3.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
